id,order_day_numb,order_time_numb,order_day,order_time,d_hour,d_minute,d_second,dtimes,from,to,sum_transaction,from_name,to_name,from_group,to_group,from_Outstanding_DayBegin,to_Outstanding_DayBegin,from_DayChange_Income,from_DayChange_Outcome,to_DayChange_Income,to_DayChange_Outcome,from_Outstanding_DayEnd,to_Outstanding_DayEnd,from_DayChange_pr,to_DayChange_pr,graph_type,per5mnum,per5mbeg,per5mend,color_from,color_to,from_fixed,from_coord_x,from_coord_y,to_fixed,to_coord_x,to_coord_y
8222,2,4449,2016-06-21,15:30:28,15,30,28,2016-06-21 15:30:28,12,7,0.21,UkrGaz,Sber,With State Participation,Russian,16.76,40.32,42.98,50.33,49.53,61.59,9.41,28.26,-0.439,-0.299,directed,67,15:30:00,15:35:00,3,4,True,-450,450,True,450,-450
8223,2,4452,2016-06-21,15:30:35,15,30,35,2016-06-21 15:30:35,16,11,0.18,Fido,UkrSib,Group 1,Group 1,16.73,14.51,37.85,40.92,34.71,35.02,13.67,14.20,-0.183,-0.021,directed,67,15:30:00,15:35:00,4,5,False,NA,NA,False,NA,NA
8224,2,4453,2016-06-21,15:30:38,15,30,38,2016-06-21 15:30:38,6,17,0.18,UkrSoc,Ing,Russian,Belonging to foreign banking groups ,36.12,49.44,56.08,60.07,25.18,18.49,32.14,56.12,-0.110,0.135,directed,67,15:30:00,15:35:00,4,8,False,NA,NA,False,NA,NA
8225,2,4454,2016-06-21,15:30:45,15,30,45,2016-06-21 15:30:45,3,15,0.21,Exim,Pivd,With State Participation,Group 1,62.59,23.79,69.26,55.83,35.30,41.90,76.03,17.18,0.215,-0.278,directed,67,15:30:00,15:35:00,8,4,True,-450,-450,False,NA,NA
8226,2,4455,2016-06-21,15:30:48,15,30,48,2016-06-21 15:30:48,9,11,0.24,Fuib,UkrSib,Group 1,Group 1,22.63,14.51,44.94,45.85,34.96,35.02,21.72,14.45,-0.040,-0.004,directed,67,15:30:00,15:35:00,5,5,False,NA,NA,False,NA,NA
8227,2,4456,2016-06-21,15:30:54,15,30,54,2016-06-21 15:30:54,9,15,0.28,Fuib,Pivd,Group 1,Group 1,22.63,23.79,44.94,46.13,35.58,41.90,21.44,17.46,-0.053,-0.266,directed,67,15:30:00,15:35:00,5,4,False,NA,NA,False,NA,NA
8228,2,4457,2016-06-21,15:31:02,15,31,2,2016-06-21 15:31:02,13,16,0.19,OTP,Fido,Belonging to foreign banking groups ,Group 1,6.14,16.73,23.58,31.49,38.04,40.92,0.00,13.85,-1.000,-0.172,directed,67,15:30:00,15:35:00,1,4,False,NA,NA,False,NA,NA
8229,2,4459,2016-06-21,15:31:08,15,31,8,2016-06-21 15:31:08,15,10,0.22,Pivd,Vtb,Group 1,Russian,23.79,15.14,35.58,42.13,32.70,45.10,17.24,2.75,-0.275,-0.819,directed,67,15:30:00,15:35:00,4,1,False,NA,NA,True,600,0
8230,2,4460,2016-06-21,15:31:08,15,31,8,2016-06-21 15:31:08,10,12,0.24,Vtb,UkrGaz,Russian,With State Participation,15.14,16.76,32.70,45.33,43.21,50.33,2.51,9.64,-0.834,-0.425,directed,67,15:30:00,15:35:00,1,3,True,600,0,True,-450,450
8231,2,4461,2016-06-21,15:31:12,15,31,12,2016-06-21 15:31:12,2,1,0.95,Oschad,Privat,With State Participation,Privat,59.74,161.79,52.21,67.75,71.40,20.00,44.20,213.20,-0.260,0.318,directed,67,15:30:00,15:35:00,4,9,True,-600,0,True,0,600
8232,2,4462,2016-06-21,15:31:16,15,31,16,2016-06-21 15:31:16,11,17,0.14,UkrSib,Ing,Group 1,Belonging to foreign banking groups ,14.51,49.44,34.96,35.16,25.32,18.49,14.30,56.27,-0.014,0.138,directed,67,15:30:00,15:35:00,5,8,False,NA,NA,False,NA,NA
8233,2,4463,2016-06-21,15:31:16,15,31,16,2016-06-21 15:31:16,16,2,0.19,Fido,Oschad,Group 1,With State Participation,16.73,59.74,38.04,41.10,52.40,67.75,13.67,44.39,-0.183,-0.257,directed,67,15:30:00,15:35:00,4,4,False,NA,NA,True,-600,0
8234,2,4465,2016-06-21,15:31:24,15,31,24,2016-06-21 15:31:24,16,14,0.19,Fido,AgriCole,Group 1,Belonging to foreign banking groups ,16.73,75.08,38.04,41.30,47.25,32.49,13.47,89.85,-0.195,0.197,directed,67,15:30:00,15:35:00,4,8,False,NA,NA,True,0,-600
8235,2,4466,2016-06-21,15:31:29,15,31,29,2016-06-21 15:31:29,6,14,0.31,UkrSoc,AgriCole,Russian,Belonging to foreign banking groups ,36.12,75.08,56.08,60.37,47.56,32.49,31.83,90.15,-0.119,0.201,directed,67,15:30:00,15:35:00,4,8,False,NA,NA,True,0,-600
8236,2,4467,2016-06-21,15:31:30,15,31,30,2016-06-21 15:31:30,13,2,0.19,OTP,Oschad,Belonging to foreign banking groups ,With State Participation,6.14,59.74,23.58,31.68,52.58,67.75,0.00,44.57,-1.000,-0.254,directed,67,15:30:00,15:35:00,1,4,False,NA,NA,True,-600,0
8237,2,4469,2016-06-21,15:31:39,15,31,39,2016-06-21 15:31:39,8,12,0.36,Alfa,UkrGaz,Russian,With State Participation,32.94,16.76,44.01,58.51,43.58,50.33,18.44,10.00,-0.440,-0.403,directed,67,15:30:00,15:35:00,3,3,False,NA,NA,True,-450,450
8238,2,4470,2016-06-21,15:31:42,15,31,42,2016-06-21 15:31:42,9,4,0.26,Fuib,PIB,Group 1,Russian,22.63,21.18,44.94,46.39,38.87,57.22,21.17,2.83,-0.064,-0.866,directed,67,15:30:00,15:35:00,5,1,False,NA,NA,True,450,450
8239,2,4471,2016-06-21,15:31:51,15,31,51,2016-06-21 15:31:51,16,17,0.13,Fido,Ing,Group 1,Belonging to foreign banking groups ,16.73,49.44,38.04,41.43,25.45,18.49,13.34,56.40,-0.202,0.141,directed,67,15:30:00,15:35:00,4,8,False,NA,NA,False,NA,NA
8240,2,4472,2016-06-21,15:32:00,15,32,0,2016-06-21 15:32:00,7,8,0.31,Sber,Alfa,Russian,Russian,40.32,32.94,49.53,61.90,44.31,58.51,27.95,18.75,-0.307,-0.431,directed,67,15:30:00,15:35:00,3,3,True,450,-450,False,NA,NA
8241,2,4473,2016-06-21,15:32:07,15,32,7,2016-06-21 15:32:07,16,13,0.11,Fido,OTP,Group 1,Belonging to foreign banking groups ,16.73,6.14,38.04,41.54,23.69,31.68,13.23,0.00,-0.209,-1.000,directed,67,15:30:00,15:35:00,4,1,False,NA,NA,False,NA,NA
8242,2,4474,2016-06-21,15:32:11,15,32,11,2016-06-21 15:32:11,11,18,0.14,UkrSib,Citi,Group 1,Belonging to foreign banking groups ,14.51,51.91,34.96,35.30,28.84,21.72,14.16,59.03,-0.024,0.137,directed,67,15:30:00,15:35:00,5,8,False,NA,NA,False,NA,NA
8243,2,4475,2016-06-21,15:32:15,15,32,15,2016-06-21 15:32:15,5,8,0.28,Aval,Alfa,Belonging to foreign banking groups ,Russian,15.44,32.94,44.19,49.03,44.59,58.51,10.60,19.03,-0.313,-0.422,directed,67,15:30:00,15:35:00,3,3,False,NA,NA,False,NA,NA
8244,2,4476,2016-06-21,15:32:20,15,32,20,2016-06-21 15:32:20,6,4,0.27,UkrSoc,PIB,Russian,Russian,36.12,21.18,56.08,60.64,39.14,57.22,31.56,3.10,-0.126,-0.854,directed,67,15:30:00,15:35:00,4,1,False,NA,NA,True,450,450
8245,2,4477,2016-06-21,15:32:21,15,32,21,2016-06-21 15:32:21,8,13,0.19,Alfa,OTP,Russian,Belonging to foreign banking groups ,32.94,6.14,44.59,58.71,23.89,31.68,18.83,0.00,-0.428,-1.000,directed,67,15:30:00,15:35:00,3,1,False,NA,NA,False,NA,NA
8246,2,4480,2016-06-21,15:32:36,15,32,36,2016-06-21 15:32:36,15,9,0.21,Pivd,Fuib,Group 1,Group 1,23.79,22.63,35.58,42.34,45.15,46.39,17.03,21.39,-0.284,-0.055,directed,67,15:30:00,15:35:00,4,5,False,NA,NA,False,NA,NA
8247,2,4481,2016-06-21,15:32:37,15,32,37,2016-06-21 15:32:37,12,7,0.21,UkrGaz,Sber,With State Participation,Russian,16.76,40.32,43.58,50.54,49.74,61.90,9.79,28.16,-0.416,-0.302,directed,67,15:30:00,15:35:00,3,3,True,-450,450,True,450,-450
8248,2,4483,2016-06-21,15:32:42,15,32,42,2016-06-21 15:32:42,12,15,0.27,UkrGaz,Pivd,With State Participation,Group 1,16.76,23.79,43.58,50.81,35.85,42.34,9.52,17.29,-0.432,-0.273,directed,67,15:30:00,15:35:00,3,4,True,-450,450,False,NA,NA
8249,2,4484,2016-06-21,15:32:51,15,32,51,2016-06-21 15:32:51,12,16,0.30,UkrGaz,Fido,With State Participation,Group 1,16.76,16.73,43.58,51.11,38.34,41.54,9.22,13.53,-0.449,-0.191,directed,67,15:30:00,15:35:00,3,4,True,-450,450,False,NA,NA
8250,2,4485,2016-06-21,15:32:55,15,32,55,2016-06-21 15:32:55,15,18,0.16,Pivd,Citi,Group 1,Belonging to foreign banking groups ,23.79,51.91,35.85,42.50,29.00,21.72,17.14,59.18,-0.280,0.140,directed,67,15:30:00,15:35:00,4,8,False,NA,NA,False,NA,NA
8251,2,4486,2016-06-21,15:32:55,15,32,55,2016-06-21 15:32:55,12,9,0.29,UkrGaz,Fuib,With State Participation,Group 1,16.76,22.63,43.58,51.40,45.44,46.39,8.93,21.68,-0.467,-0.042,directed,67,15:30:00,15:35:00,3,5,True,-450,450,False,NA,NA
8252,2,4487,2016-06-21,15:32:57,15,32,57,2016-06-21 15:32:57,6,20,0.26,UkrSoc,KreditDnipro,Russian,Group 1,36.12,33.46,56.08,60.90,33.67,19.25,31.30,47.88,-0.133,0.431,directed,67,15:30:00,15:35:00,4,9,False,NA,NA,False,NA,NA
8253,2,4488,2016-06-21,15:33:04,15,33,4,2016-06-21 15:33:04,17,20,0.12,Ing,KreditDnipro,Belonging to foreign banking groups ,Group 1,49.44,33.46,25.45,18.62,33.79,19.25,56.27,48.00,0.138,0.435,directed,67,15:30:00,15:35:00,8,9,False,NA,NA,False,NA,NA
8254,2,4490,2016-06-21,15:33:10,15,33,10,2016-06-21 15:33:10,9,8,0.44,Fuib,Alfa,Group 1,Russian,22.63,32.94,45.44,46.84,45.04,58.71,21.24,19.28,-0.062,-0.415,directed,67,15:30:00,15:35:00,5,3,False,NA,NA,False,NA,NA
8255,2,4491,2016-06-21,15:33:15,15,33,15,2016-06-21 15:33:15,2,17,0.15,Oschad,Ing,With State Participation,Belonging to foreign banking groups ,59.74,49.44,52.58,67.91,25.60,18.62,44.42,56.43,-0.256,0.141,directed,67,15:30:00,15:35:00,4,8,True,-600,0,False,NA,NA
8256,2,4492,2016-06-21,15:33:17,15,33,17,2016-06-21 15:33:17,7,18,0.23,Sber,Citi,Russian,Belonging to foreign banking groups ,40.32,51.91,49.74,62.13,29.22,21.72,27.94,59.41,-0.307,0.145,directed,67,15:30:00,15:35:00,3,8,True,450,-450,False,NA,NA
8257,2,4493,2016-06-21,15:33:21,15,33,21,2016-06-21 15:33:21,15,5,0.17,Pivd,Aval,Group 1,Belonging to foreign banking groups ,23.79,15.44,35.85,42.66,44.36,49.03,16.97,10.77,-0.287,-0.303,directed,67,15:30:00,15:35:00,4,3,False,NA,NA,False,NA,NA
8258,2,4494,2016-06-21,15:33:25,15,33,25,2016-06-21 15:33:25,14,3,0.41,AgriCole,Exim,Belonging to foreign banking groups ,With State Participation,75.08,62.59,47.56,32.89,69.67,55.83,89.75,76.44,0.195,0.221,directed,67,15:30:00,15:35:00,8,8,True,0,-600,True,-450,-450
8259,2,4495,2016-06-21,15:33:26,15,33,26,2016-06-21 15:33:26,11,14,0.23,UkrSib,AgriCole,Group 1,Belonging to foreign banking groups ,14.51,75.08,34.96,35.53,47.79,32.89,13.93,89.97,-0.040,0.198,directed,67,15:30:00,15:35:00,5,8,False,NA,NA,True,0,-600
8260,2,4497,2016-06-21,15:33:37,15,33,37,2016-06-21 15:33:37,3,4,0.45,Exim,PIB,With State Participation,Russian,62.59,21.18,69.67,56.27,39.59,57.22,75.99,3.55,0.214,-0.833,directed,67,15:30:00,15:35:00,8,1,True,-450,-450,True,450,450
8261,2,4498,2016-06-21,15:33:38,15,33,38,2016-06-21 15:33:38,3,5,0.33,Exim,Aval,With State Participation,Belonging to foreign banking groups ,62.59,15.44,69.67,56.60,44.68,49.03,75.66,11.10,0.209,-0.281,directed,67,15:30:00,15:35:00,8,4,True,-450,-450,False,NA,NA
8262,2,4499,2016-06-21,15:33:47,15,33,47,2016-06-21 15:33:47,3,11,0.23,Exim,UkrSib,With State Participation,Group 1,62.59,14.51,69.67,56.84,35.19,35.53,75.43,14.17,0.205,-0.023,directed,67,15:30:00,15:35:00,8,5,True,-450,-450,False,NA,NA
8263,2,4500,2016-06-21,15:33:56,15,33,56,2016-06-21 15:33:56,3,1,0.60,Exim,Privat,With State Participation,Privat,62.59,161.79,69.67,57.44,72.00,20.00,74.83,213.80,0.195,0.321,directed,67,15:30:00,15:35:00,8,9,True,-450,-450,True,0,600
8264,2,4501,2016-06-21,15:33:58,15,33,58,2016-06-21 15:33:58,9,20,0.18,Fuib,KreditDnipro,Group 1,Group 1,22.63,33.46,45.44,47.01,33.97,19.25,21.06,48.17,-0.069,0.440,directed,67,15:30:00,15:35:00,5,9,False,NA,NA,False,NA,NA
8265,2,4502,2016-06-21,15:34:02,15,34,2,2016-06-21 15:34:02,17,3,0.19,Ing,Exim,Belonging to foreign banking groups ,With State Participation,49.44,62.59,25.60,18.81,69.86,57.44,56.24,75.02,0.137,0.199,directed,67,15:30:00,15:35:00,8,8,False,NA,NA,True,-450,-450
8266,2,4503,2016-06-21,15:34:06,15,34,6,2016-06-21 15:34:06,15,16,0.18,Pivd,Fido,Group 1,Group 1,23.79,16.73,35.85,42.84,38.51,41.54,16.79,13.71,-0.294,-0.181,directed,67,15:30:00,15:35:00,4,4,False,NA,NA,False,NA,NA
8267,2,4504,2016-06-21,15:34:06,15,34,6,2016-06-21 15:34:06,14,11,0.21,AgriCole,UkrSib,Belonging to foreign banking groups ,Group 1,75.08,14.51,47.79,33.10,35.40,35.53,89.77,14.37,0.196,-0.009,directed,67,15:30:00,15:35:00,8,5,True,0,-600,False,NA,NA
8268,2,4505,2016-06-21,15:34:15,15,34,15,2016-06-21 15:34:15,10,18,0.20,Vtb,Citi,Russian,Belonging to foreign banking groups ,15.14,51.91,32.70,45.53,29.42,21.72,2.31,59.61,-0.847,0.148,directed,67,15:30:00,15:35:00,1,8,True,600,0,False,NA,NA
8269,2,4506,2016-06-21,15:34:22,15,34,22,2016-06-21 15:34:22,16,6,0.25,Fido,UkrSoc,Group 1,Russian,16.73,36.12,38.51,41.79,56.33,60.90,13.46,31.55,-0.196,-0.127,directed,67,15:30:00,15:35:00,4,4,False,NA,NA,False,NA,NA
8270,2,4509,2016-06-21,15:34:31,15,34,31,2016-06-21 15:34:31,14,13,0.15,AgriCole,OTP,Belonging to foreign banking groups ,Belonging to foreign banking groups ,75.08,6.14,47.79,33.25,24.04,31.68,89.62,0.00,0.194,-1.000,directed,67,15:30:00,15:35:00,8,1,True,0,-600,False,NA,NA
8271,2,4510,2016-06-21,15:34:39,15,34,39,2016-06-21 15:34:39,9,11,0.14,Fuib,UkrSib,Group 1,Group 1,22.63,14.51,45.44,47.16,35.54,35.53,20.92,14.52,-0.076,0.001,directed,67,15:30:00,15:35:00,5,7,False,NA,NA,False,NA,NA
8272,2,4511,2016-06-21,15:34:42,15,34,42,2016-06-21 15:34:42,9,6,0.30,Fuib,UkrSoc,Group 1,Russian,22.63,36.12,45.44,47.46,56.63,60.90,20.62,31.85,-0.089,-0.118,directed,67,15:30:00,15:35:00,5,4,False,NA,NA,False,NA,NA
8273,2,4512,2016-06-21,15:34:50,15,34,50,2016-06-21 15:34:50,17,15,0.13,Ing,Pivd,Belonging to foreign banking groups ,Group 1,49.44,23.79,25.60,18.94,35.98,42.84,56.11,16.92,0.135,-0.289,directed,67,15:30:00,15:35:00,8,4,False,NA,NA,False,NA,NA
8274,2,4513,2016-06-21,15:34:56,15,34,56,2016-06-21 15:34:56,3,10,0.30,Exim,Vtb,With State Participation,Russian,62.59,15.14,69.86,57.74,33.00,45.53,74.72,2.61,0.194,-0.827,directed,67,15:30:00,15:35:00,8,1,True,-450,-450,True,600,0
8275,2,4515,2016-06-21,15:35:10,15,35,10,2016-06-21 15:35:10,17,5,0.20,Ing,Aval,Belonging to foreign banking groups ,Belonging to foreign banking groups ,49.44,15.44,25.60,19.14,44.88,49.03,55.91,11.30,0.131,-0.269,directed,68,15:35:00,15:40:00,8,4,False,NA,NA,False,NA,NA
8276,2,4516,2016-06-21,15:35:17,15,35,17,2016-06-21 15:35:17,7,9,0.33,Sber,Fuib,Russian,Group 1,40.32,22.63,49.74,62.45,45.77,47.46,27.61,20.95,-0.315,-0.074,directed,68,15:35:00,15:40:00,3,5,True,450,-450,False,NA,NA
8277,2,4517,2016-06-21,15:35:20,15,35,20,2016-06-21 15:35:20,8,12,0.21,Alfa,UkrGaz,Russian,With State Participation,32.94,16.76,45.04,58.92,43.79,51.40,19.06,9.15,-0.421,-0.454,directed,68,15:35:00,15:40:00,3,3,False,NA,NA,True,-450,450
8278,2,4518,2016-06-21,15:35:20,15,35,20,2016-06-21 15:35:20,6,12,0.19,UkrSoc,UkrGaz,Russian,With State Participation,36.12,16.76,56.63,61.10,43.99,51.40,31.66,9.34,-0.124,-0.443,directed,68,15:35:00,15:40:00,4,3,False,NA,NA,True,-450,450
8279,2,4519,2016-06-21,15:35:27,15,35,27,2016-06-21 15:35:27,16,13,0.19,Fido,OTP,Group 1,Belonging to foreign banking groups ,16.73,6.14,38.51,41.97,24.23,31.68,13.27,0.00,-0.207,-1.000,directed,68,15:35:00,15:40:00,4,1,False,NA,NA,False,NA,NA
8280,2,4521,2016-06-21,15:35:36,15,35,36,2016-06-21 15:35:36,16,5,0.24,Fido,Aval,Group 1,Belonging to foreign banking groups ,16.73,15.44,38.51,42.21,45.12,49.03,13.04,11.53,-0.221,-0.253,directed,68,15:35:00,15:40:00,4,4,False,NA,NA,False,NA,NA
8281,2,4522,2016-06-21,15:35:44,15,35,44,2016-06-21 15:35:44,4,2,0.28,PIB,Oschad,Russian,With State Participation,21.18,59.74,39.59,57.50,52.87,67.91,3.27,44.70,-0.846,-0.252,directed,68,15:35:00,15:40:00,1,4,True,450,450,True,-600,0
8282,2,4523,2016-06-21,15:35:51,15,35,51,2016-06-21 15:35:51,6,8,0.37,UkrSoc,Alfa,Russian,Russian,36.12,32.94,56.63,61.47,45.41,58.92,31.29,19.43,-0.134,-0.410,directed,68,15:35:00,15:40:00,4,3,False,NA,NA,False,NA,NA
8283,2,4524,2016-06-21,15:35:56,15,35,56,2016-06-21 15:35:56,6,10,0.35,UkrSoc,Vtb,Russian,Russian,36.12,15.14,56.63,61.82,33.35,45.53,30.94,2.96,-0.144,-0.804,directed,68,15:35:00,15:40:00,4,1,False,NA,NA,True,600,0
8284,2,4525,2016-06-21,15:35:56,15,35,56,2016-06-21 15:35:56,12,9,0.30,UkrGaz,Fuib,With State Participation,Group 1,16.76,22.63,43.99,51.70,46.07,47.46,9.04,21.24,-0.460,-0.061,directed,68,15:35:00,15:40:00,3,5,True,-450,450,False,NA,NA
8285,2,4526,2016-06-21,15:36:00,15,36,0,2016-06-21 15:36:00,2,15,0.23,Oschad,Pivd,With State Participation,Group 1,59.74,23.79,52.87,68.13,36.21,42.84,44.47,17.15,-0.256,-0.279,directed,68,15:35:00,15:40:00,4,4,True,-600,0,False,NA,NA
8286,2,4527,2016-06-21,15:36:05,15,36,5,2016-06-21 15:36:05,8,11,0.19,Alfa,UkrSib,Russian,Group 1,32.94,14.51,45.41,59.11,35.73,35.53,19.24,14.71,-0.416,0.014,directed,68,15:35:00,15:40:00,3,7,False,NA,NA,False,NA,NA
8287,2,4528,2016-06-21,15:36:13,15,36,13,2016-06-21 15:36:13,9,6,0.29,Fuib,UkrSoc,Group 1,Russian,22.63,36.12,46.07,47.74,56.92,61.82,20.96,31.22,-0.074,-0.136,directed,68,15:35:00,15:40:00,5,4,False,NA,NA,False,NA,NA
8288,2,4529,2016-06-21,15:36:19,15,36,19,2016-06-21 15:36:19,8,13,0.17,Alfa,OTP,Russian,Belonging to foreign banking groups ,32.94,6.14,45.41,59.28,24.39,31.68,19.07,0.00,-0.421,-1.000,directed,68,15:35:00,15:40:00,3,1,False,NA,NA,False,NA,NA
8289,2,4530,2016-06-21,15:36:20,15,36,20,2016-06-21 15:36:20,5,16,0.20,Aval,Fido,Belonging to foreign banking groups ,Group 1,15.44,16.73,45.12,49.23,38.72,42.21,11.33,13.24,-0.266,-0.209,directed,68,15:35:00,15:40:00,4,4,False,NA,NA,False,NA,NA
8290,2,4531,2016-06-21,15:36:26,15,36,26,2016-06-21 15:36:26,11,10,0.25,UkrSib,Vtb,Group 1,Russian,14.51,15.14,35.73,35.78,33.61,45.53,14.46,3.22,-0.004,-0.788,directed,68,15:35:00,15:40:00,5,1,False,NA,NA,True,600,0
8291,2,4532,2016-06-21,15:36:35,15,36,35,2016-06-21 15:36:35,12,3,0.32,UkrGaz,Exim,With State Participation,With State Participation,16.76,62.59,43.99,52.02,70.18,57.74,8.72,75.04,-0.480,0.199,directed,68,15:35:00,15:40:00,3,8,True,-450,450,True,-450,-450
8292,2,4533,2016-06-21,15:36:37,15,36,37,2016-06-21 15:36:37,13,1,0.18,OTP,Privat,Belonging to foreign banking groups ,Privat,6.14,161.79,24.39,31.86,72.18,20.00,0.00,213.98,-1.000,0.323,directed,68,15:35:00,15:40:00,1,9,False,NA,NA,True,0,600
8293,2,4534,2016-06-21,15:36:37,15,36,37,2016-06-21 15:36:37,9,1,0.22,Fuib,Privat,Group 1,Privat,22.63,161.79,46.07,47.96,72.40,20.00,20.74,214.20,-0.084,0.324,directed,68,15:35:00,15:40:00,5,9,False,NA,NA,True,0,600
8294,2,4536,2016-06-21,15:36:49,15,36,49,2016-06-21 15:36:49,3,12,0.19,Exim,UkrGaz,With State Participation,With State Participation,62.59,16.76,70.18,57.93,44.18,52.02,74.85,8.92,0.196,-0.468,directed,68,15:35:00,15:40:00,8,3,True,-450,-450,True,-450,450
8295,2,4537,2016-06-21,15:36:50,15,36,50,2016-06-21 15:36:50,17,13,0.14,Ing,OTP,Belonging to foreign banking groups ,Belonging to foreign banking groups ,49.44,6.14,25.60,19.28,24.54,31.86,55.77,0.00,0.128,-1.000,directed,68,15:35:00,15:40:00,8,1,False,NA,NA,False,NA,NA
8296,2,4538,2016-06-21,15:36:51,15,36,51,2016-06-21 15:36:51,4,18,0.14,PIB,Citi,Russian,Belonging to foreign banking groups ,21.18,51.91,39.59,57.64,29.56,21.72,3.12,59.75,-0.852,0.151,directed,68,15:35:00,15:40:00,1,8,True,450,450,False,NA,NA
8297,2,4539,2016-06-21,15:36:51,15,36,51,2016-06-21 15:36:51,10,3,0.33,Vtb,Exim,Russian,With State Participation,15.14,62.59,33.61,45.86,70.52,57.93,2.88,75.18,-0.809,0.201,directed,68,15:35:00,15:40:00,1,8,True,600,0,True,-450,-450
8298,2,4540,2016-06-21,15:36:59,15,36,59,2016-06-21 15:36:59,13,12,0.18,OTP,UkrGaz,Belonging to foreign banking groups ,With State Participation,6.14,16.76,24.54,32.04,44.36,52.02,0.00,9.10,-1.000,-0.457,directed,68,15:35:00,15:40:00,1,3,False,NA,NA,True,-450,450
8299,2,4544,2016-06-21,15:37:11,15,37,11,2016-06-21 15:37:11,15,8,0.18,Pivd,Alfa,Group 1,Russian,23.79,32.94,36.21,43.02,45.59,59.28,16.97,19.25,-0.287,-0.416,directed,68,15:35:00,15:40:00,4,3,False,NA,NA,False,NA,NA
8300,2,4545,2016-06-21,15:37:19,15,37,19,2016-06-21 15:37:19,4,10,0.31,PIB,Vtb,Russian,Russian,21.18,15.14,39.59,57.95,33.91,45.86,2.82,3.19,-0.867,-0.789,directed,68,15:35:00,15:40:00,1,1,True,450,450,True,600,0
8301,2,4547,2016-06-21,15:37:33,15,37,33,2016-06-21 15:37:33,12,15,0.24,UkrGaz,Pivd,With State Participation,Group 1,16.76,23.79,44.36,52.26,36.44,43.02,8.86,17.21,-0.471,-0.277,directed,68,15:35:00,15:40:00,3,4,True,-450,450,False,NA,NA
8302,2,4548,2016-06-21,15:37:35,15,37,35,2016-06-21 15:37:35,18,7,0.19,Citi,Sber,Belonging to foreign banking groups ,Russian,51.91,40.32,29.56,21.91,49.93,62.45,59.56,27.80,0.147,-0.311,directed,68,15:35:00,15:40:00,8,3,False,NA,NA,True,450,-450
8303,2,4549,2016-06-21,15:37:39,15,37,39,2016-06-21 15:37:39,5,6,0.26,Aval,UkrSoc,Belonging to foreign banking groups ,Russian,15.44,36.12,45.12,49.49,57.17,61.82,11.07,31.48,-0.283,-0.129,directed,68,15:35:00,15:40:00,4,4,False,NA,NA,False,NA,NA
8304,2,4550,2016-06-21,15:37:43,15,37,43,2016-06-21 15:37:43,2,5,0.23,Oschad,Aval,With State Participation,Belonging to foreign banking groups ,59.74,15.44,52.87,68.37,45.35,49.49,44.24,11.31,-0.259,-0.268,directed,68,15:35:00,15:40:00,4,4,True,-600,0,False,NA,NA
8305,2,4552,2016-06-21,15:37:54,15,37,54,2016-06-21 15:37:54,3,20,0.15,Exim,KreditDnipro,With State Participation,Group 1,62.59,33.46,70.52,58.08,34.11,19.25,75.03,48.32,0.199,0.444,directed,68,15:35:00,15:40:00,8,9,True,-450,-450,False,NA,NA
8306,2,4553,2016-06-21,15:38:01,15,38,1,2016-06-21 15:38:01,2,8,0.60,Oschad,Alfa,With State Participation,Russian,59.74,32.94,52.87,68.96,46.18,59.28,43.64,19.85,-0.269,-0.397,directed,68,15:35:00,15:40:00,4,3,True,-600,0,False,NA,NA
8307,2,4554,2016-06-21,15:38:02,15,38,2,2016-06-21 15:38:02,17,15,0.13,Ing,Pivd,Belonging to foreign banking groups ,Group 1,49.44,23.79,25.60,19.40,36.57,43.02,55.64,17.34,0.125,-0.271,directed,68,15:35:00,15:40:00,8,4,False,NA,NA,False,NA,NA
8308,2,4555,2016-06-21,15:38:05,15,38,5,2016-06-21 15:38:05,2,15,0.24,Oschad,Pivd,With State Participation,Group 1,59.74,23.79,52.87,69.20,36.81,43.02,43.40,17.58,-0.274,-0.261,directed,68,15:35:00,15:40:00,4,4,True,-600,0,False,NA,NA
8309,2,4556,2016-06-21,15:38:10,15,38,10,2016-06-21 15:38:10,20,7,0.18,KreditDnipro,Sber,Group 1,Russian,33.46,40.32,34.11,19.43,50.11,62.45,48.15,27.98,0.439,-0.306,directed,68,15:35:00,15:40:00,9,3,False,NA,NA,True,450,-450
8310,2,4560,2016-06-21,15:38:20,15,38,20,2016-06-21 15:38:20,8,10,0.29,Alfa,Vtb,Russian,Russian,32.94,15.14,46.18,59.57,34.21,45.86,19.56,3.48,-0.406,-0.770,directed,68,15:35:00,15:40:00,3,1,False,NA,NA,True,600,0
8311,2,4562,2016-06-21,15:38:24,15,38,24,2016-06-21 15:38:24,10,20,0.19,Vtb,KreditDnipro,Russian,Group 1,15.14,33.46,34.21,46.06,34.31,19.43,3.29,48.34,-0.783,0.445,directed,68,15:35:00,15:40:00,1,9,True,600,0,False,NA,NA
8312,2,4563,2016-06-21,15:38:28,15,38,28,2016-06-21 15:38:28,15,20,0.14,Pivd,KreditDnipro,Group 1,Group 1,23.79,33.46,36.81,43.16,34.45,19.43,17.43,48.48,-0.267,0.449,directed,68,15:35:00,15:40:00,4,9,False,NA,NA,False,NA,NA
